student_id,name,major,semester,GPA,courses_taken,courses_gpa,required_major_courses_completed,credits_completed,current_courses,lab_interest_keywords,preferred_research_area,prior_project_experience,weekly_study_hours,attendance_rate,sleeps_hours_per_day,stress_level,assignment_completion_rate,class_participation
22200224,Jung Sungmin,Computer Science and Electrical Engineering,4,3.83,ECE10005;ECE10002;ECE20010;ECE20064;ECE20057;ECE20016,4.2;3.55;4.42;3.8;3.62;2.71,ECE20010,18,ECE20021;ECE20027;ECE20006,Computer Networks;Wireless Communication;Web Development;Robotics,Integrated Circuits,no,22,77%,8,9,80%,80%
22200225,Seo Hoseok,AI - Computer Science and Engineering,4,3.68,ECE10005;ECE10020;ECE10002;ECE20064;ECE20010,3.58;3.63;3.82;3.01;3.58,ECE10020;ECE20010,15,ECE20042;ECE20009;ECE20027;ECE20026,Computer Networks;Embedded Systems;Image Processing;Mobile Development,Human-Computer Interaction,no,16,89%,4,2,76%,93%
22300226,Park Dahyun,AI - Computer Science and Engineering,3,3.32,ECE10020;ECE10005;ECE10002,4.4;2.93;2.77,ECE10020,9,ECE20010;ECE20016;ECE20057,Software Engineering;Deep Learning;Sensor Technology;Web Development,Embedded Systems,no,31,100%,3,10,99%,99%
21900227,Nam Nayeon,Computer Science,4,3.81,ECE10002;ECE10020;ECE20010;ECE20025,3.93;3.77;2.57;4.06,ECE10020;ECE20010,12,ECE20027;ECE20021,Computer Vision;Robotics;Image Processing,Signal Processing,no,9,76%,4,9,84%,86%
22300228,Ahn Kyungsoo,Computer Science,5,2.98,ECE10020;ECE10002;ECE20065;ECE20025;ECE20016;ECE20057;ECE20027;ECE20042;ECE20021;ECE20022,3.92;3.0;2.56;3.91;2.72;3.98;3.05;2.69;2.9;2.79,ECE10020;ECE20021,30,ECE30008;ECE30070;ECE30051;ECE30039,Mobile Computing;Web Development;Image Processing,Wireless Communication,yes,31,88%,4,10,91%,76%
22100229,Han Gyuri,Computer Science,6,3.46,ECE10005;ECE10002;ECE10020;ECE20025;ECE20057;ECE20022;ECE20042;ECE20009;ECE30008;ECE30070;ECE30012;ECE30002,3.19;4.11;3.48;2.78;3.9;3.74;2.57;4.36;3.93;3.69;3.32;3.73,ECE10020;ECE30008,36,ECE30078;ECE30086,Medical Imaging;Sensor Technology;Signal Processing;Security,Wireless Communication,yes,25,100%,9,1,78%,75%
22000230,Ahn Jiwon,Computer Science and Electrical Engineering,2,3.89,,,,0,ECE10002;ECE10005,Wireless Communication;Deep Learning;Image Processing;Mobile Development,Robotics,no,33,77%,9,6,86%,86%
22200231,Jung Sunghoon,Computer Science,5,3.68,ECE10005;ECE10020;ECE10002;ECE20064;ECE20010;ECE20025;ECE20027;ECE20026,3.97;4.17;3.41;2.74;3.95;4.35;3.74;4.48,ECE10020;ECE20010;ECE20026,24,ECE30039;ECE30002;ECE30070,Wireless Communication;Medical Imaging,Computer Vision,no,11,76%,5,4,82%,78%
21900232,Song Areum,AI - Computer Science and Engineering,3,3.29,ECE10002;ECE10020,3.05;3.47,ECE10020,6,ECE20057;ECE20064;ECE20065,Robotics;Artificial Intelligence;Sensor Technology;Multimedia Systems,Signal Processing,yes,37,76%,3,1,94%,96%
22200233,Kwon Nayeon,Electrical Engineering,5,3.54,ECE10002;ECE10005;ECE20010;ECE20057;ECE20064;ECE20010;ECE20063;ECE20061,4.04;3.55;3.4;4.38;3.02;4.26;3.83;2.61,,24,ECE30070;ECE30051;ECE30054;ECE30021,Computer Networks;Medical Imaging;Multimedia Systems;Mobile Computing,Computer Networks,no,23,90%,6,4,86%,76%
22200234,Byun Mingyu,Computer Science,3,3.34,ECE10020;ECE10005,3.94;3.25,ECE10020,6,ECE20065;ECE20016;ECE20025;ECE20057,Integrated Circuits;Computer Vision,Integrated Circuits,no,22,100%,6,6,78%,95%
21900235,Seo Youngjae,Computer Science and Electrical Engineering,3,3.29,ECE10005;ECE10020,2.62;3.95,ECE10020,6,ECE20057;ECE20025;ECE20010;ECE20016,Web Development;Software Engineering;Robotics,Computer Vision,no,31,99%,4,1,82%,94%
21900236,Hong Nayeon,Computer Science and Electrical Engineering,4,2.91,ECE10002;ECE10005;ECE20016;ECE20057;ECE20064;ECE20010,3.45;3.24;2.73;3.47;3.08;2.81,ECE20010,18,ECE20009;ECE20021,Autonomous Systems;Software Engineering;Sensor Technology;Computer Networks,Sensor Technology,yes,36,76%,9,10,90%,81%
22300237,Han Myungsoo,AI - Computer Science and Engineering,3,3.52,ECE10002;ECE10020,3.76;3.64,ECE10020,6,ECE20064;ECE20065;ECE20057,Multimedia Systems;Human-Computer Interaction;Computer Vision;Computer Networks,Artificial Intelligence,no,27,87%,5,6,99%,89%
22000238,Hwang Hoseok,AI - Computer Science and Engineering,6,3.1,ECE10005;ECE10002;ECE10020;ECE20057;ECE20010;ECE20009;ECE20021;ECE30008;ECE30021;ECE30011;ECE30039,3.23;2.92;4.05;4.41;2.72;3.03;3.98;2.61;2.78;3.93;2.71,ECE10020;ECE20010;ECE20021;ECE30008;ECE30021,33,ECE30040;ECE30018;ECE30006,Autonomous Systems;Computer Vision;Image Processing,Mobile Development,yes,16,95%,5,5,75%,90%
21900239,Baek Seungmin,Computer Science,6,3.84,ECE10002;ECE10005;ECE10020;ECE20016;ECE20064;ECE20010;ECE20042;ECE20022;ECE20006;ECE20021;ECE30070;ECE30012,4.47;3.78;4.27;4.02;4.03;3.98;3.89;4.29;4.24;4.11;3.97;3.58,ECE10020;ECE20010;ECE20021,36,ECE30003;ECE30087;ECE30040,Signal Processing;Web Development;Mobile Computing,Medical Imaging,no,23,83%,3,1,100%,76%
22100240,Jang Eunji,AI - Computer Science and Engineering,3,3.57,ECE10002;ECE10005,3.1;4.44,,6,ECE20016;ECE20057,Multimedia Systems;Integrated Circuits;Deep Learning;Computer Networks,Game Development,yes,24,90%,5,10,88%,95%
22300241,Shin Dahyun,Computer Science and Electrical Engineering,3,3.43,ECE10002;ECE10005;ECE10020,3.79;4.05;2.82,ECE10020,9,ECE20057;ECE20010;ECE20065,Computer Networks;Integrated Circuits;Human-Computer Interaction,Multimedia Systems,no,23,98%,4,7,96%,87%
21900242,Shin Jinwoo,Computer Science and Electrical Engineering,6,3.97,ECE10005;ECE10020;ECE10002;ECE20064;ECE20065;ECE20010;ECE20057;ECE20027;ECE20042;ECE20026;ECE20021;ECE30012;ECE30002,4.47;3.68;3.97;4.36;3.44;3.87;3.0;2.92;3.72;4.05;2.71;4.11;4.14,ECE10020;ECE20010;ECE20026;ECE20021,39,ECE30086;ECE30003,Sensor Technology;Human-Computer Interaction,Medical Imaging,no,31,79%,9,10,86%,77%
22200243,Cho Seungmin,AI - Computer Science and Engineering,3,2.73,ECE10002;ECE10020,2.79;3.15,ECE10020,6,ECE20065;ECE20064,Robotics;Multimedia Systems,Image Processing,no,9,75%,7,5,86%,83%
21900244,Jang Eunji,AI - Computer Science and Engineering,2,3.28,,,,0,ECE10005;ECE10020;ECE10002,Signal Processing;Embedded Systems;Security;Computer Networks,Wireless Communication,yes,14,82%,7,4,99%,82%
22200245,Jang Nari,Computer Science,4,3.02,ECE10005;ECE10020;ECE10002;ECE20010;ECE20057;ECE20016,2.53;3.1;3.62;2.8;3.43;2.68,ECE10020;ECE20010,18,ECE20006;ECE20042,Software Engineering;Sensor Technology;Computer Vision,Integrated Circuits,yes,18,79%,7,7,76%,94%
22200246,Jung Siwoo,Computer Science and Electrical Engineering,4,2.9,ECE10005;ECE10002;ECE20064;ECE20025,2.64;4.05;2.59;3.23,,12,ECE20021;ECE20009;ECE20042;ECE20022,Game Development;Embedded Systems;Autonomous Systems,Image Processing,yes,9,90%,7,8,91%,85%
22300247,No Yejin,Computer Science and Electrical Engineering,4,4.1,ECE10005;ECE10002;ECE20057;ECE20065;ECE20064;ECE20010,3.58;4.32;3.85;4.25;4.28;4.14,ECE20010,18,ECE20042;ECE20022;ECE20009,Security;Sensor Technology,Robotics,yes,21,96%,5,1,87%,98%
21900248,Kang Sunghoon,Computer Science,5,3.19,ECE10002;ECE10020;ECE20065;ECE20057;ECE20010;ECE20025;ECE20022;ECE20063;ECE20021,3.78;3.04;2.94;2.6;2.8;2.78;3.12;3.04;4.21,ECE10020;ECE20010;ECE20021,27,ECE30051;ECE30021;ECE30011,Mobile Computing;Human-Computer Interaction;Game Development;Web Development,Computer Networks,no,37,99%,7,10,98%,75%
22300249,Seok Soobin,AI - Computer Science and Engineering,6,3.35,ECE10002;ECE10020;ECE20065;ECE20064;ECE20010;ECE20027;ECE20042;ECE30011;ECE30030,3.38;3.28;3.45;3.21;4.15;3.92;3.7;3.14;4.33,ECE10020;ECE20010,27,ECE30003;ECE30006,Robotics;Security;Mobile Development;Sensor Technology,Deep Learning,yes,35,91%,4,4,90%,76%
22000250,Byun Chaeyoung,Computer Science,6,3.45,ECE10020;ECE10005;ECE20016;ECE20064;ECE20025;ECE20057;ECE20042;ECE20006;ECE20021;ECE20026;ECE30070;ECE30008;ECE30012;ECE30030,2.92;2.89;3.97;3.36;4.46;2.95;3.87;3.56;2.97;3.28;4.32;2.51;4.37;2.58,ECE10020;ECE20021;ECE20026;ECE30008,42,ECE30018;ECE30086;ECE30040;ECE30003,Game Development;Artificial Intelligence;Wireless Communication;Integrated Circuits,Signal Processing,yes,10,93%,5,3,78%,99%
22300251,Seo Siwoo,Computer Science and Electrical Engineering,2,3.61,,,,0,ECE10005;ECE10020;ECE10002,Wireless Communication;Multimedia Systems;Medical Imaging;Signal Processing,Deep Learning,no,40,97%,4,8,99%,78%
22200252,Gu Haejin,Computer Science,6,3.76,ECE10005;ECE10020;ECE20064;ECE20065;ECE20016;ECE20010;ECE20009;ECE20021;ECE20027;ECE30011;ECE30012;ECE30008,3.15;4.23;4.28;2.63;3.93;3.47;2.74;4.37;4.11;4.31;3.56;4.3,ECE10020;ECE20010;ECE20021;ECE30008,36,ECE30003;ECE30040,Deep Learning;Medical Imaging;Computer Networks;Robotics,Computer Vision,no,36,76%,7,5,98%,96%
21900253,Joo Harin,AI - Computer Science and Engineering,3,3.04,ECE10005;ECE10020,3.15;2.79,ECE10020,6,ECE20010;ECE20065;ECE20016;ECE20057,Medical Imaging;Artificial Intelligence,Integrated Circuits,no,7,92%,8,3,81%,93%
22400254,Jung Kyungsoo,Computer Science and Electrical Engineering,2,3.26,,,,0,ECE10002;ECE10005,Medical Imaging;Mobile Development,Signal Processing,no,21,79%,5,7,98%,94%
21900255,Jung Harin,Electrical Engineering,6,3.51,ECE10020;ECE10002;ECE20064;ECE20010;ECE20016;ECE20053;ECE20021;ECE20010;ECE30070;ECE30021,2.88;4.06;4.15;2.6;4.29;2.66;2.67;4.31;3.2;4.49,ECE10020,30,ECE30003;ECE30052;ECE30087;ECE30018,Signal Processing;Robotics;Mobile Development,Web Development,yes,15,97%,4,4,91%,93%
22000256,Yoon Gyuri,Computer Science,4,3.42,ECE10020;ECE10002;ECE20010;ECE20057;ECE20064;ECE20025,4.02;2.91;2.72;3.28;4.1;3.96,ECE10020;ECE20010,18,ECE20063;ECE20022,Embedded Systems;Robotics;Artificial Intelligence,Mobile Development,no,14,77%,3,7,97%,83%
22000257,Gu Haeun,AI - Computer Science and Engineering,3,2.89,ECE10005;ECE10002,2.66;2.55,,6,ECE20010;ECE20065;ECE20025;ECE20064,Wireless Communication;Multimedia Systems;Embedded Systems;Autonomous Systems,Game Development,yes,5,75%,5,2,96%,93%
22400258,Jung Gyuri,Computer Science,4,3.56,ECE10005;ECE10002;ECE20025;ECE20016;ECE20057,4.47;3.11;2.5;2.8;3.99,,15,ECE20063;ECE20026;ECE20042;ECE20009,Medical Imaging;Computer Networks,Software Engineering,yes,29,89%,7,9,89%,75%
22300259,No Myungsoo,Computer Science and Electrical Engineering,4,3.54,ECE10005;ECE10002;ECE20025;ECE20064;ECE20010;ECE20065,3.49;2.74;2.81;3.25;4.34;4.35,ECE20010,18,ECE20026;ECE20063,Artificial Intelligence;Game Development,Mobile Development,yes,18,75%,6,2,99%,78%
22300260,Song Jisoo,Computer Science,2,3.83,,,,0,ECE10020;ECE10002,Computer Vision;Wireless Communication,Human-Computer Interaction,yes,5,88%,3,3,97%,78%
22400261,Hong Seojin,Electrical Engineering,4,3.46,ECE10020;ECE10005;ECE10002;ECE20010;ECE20064,3.52;2.89;3.64;4.1;3.94,ECE10020,15,ECE20053;ECE20066,Robotics;Multimedia Systems;Autonomous Systems,Artificial Intelligence,no,33,84%,6,8,90%,77%
21900262,Shin Jinwoo,Electrical Engineering,4,3.54,ECE10005;ECE10002;ECE10020;ECE20016;ECE20010;ECE20057,2.8;3.02;3.28;4.38;2.7;4.34,ECE10020,18,ECE20061;ECE20053;ECE20006;ECE20021,Medical Imaging;Software Engineering;Wireless Communication;Security,Mobile Computing,yes,8,94%,4,1,79%,88%
22100263,Song Taehyun,Computer Science,2,2.61,,,,0,ECE10005;ECE10002,Web Development;Human-Computer Interaction,Deep Learning,yes,38,94%,8,4,89%,82%
22400264,Kwon Dahyun,Computer Science,5,3.25,ECE10005;ECE10002;ECE20064;ECE20065;ECE20057;ECE20016;ECE20063;ECE20042;ECE20009,3.18;4.4;4.26;2.97;2.62;2.71;4.18;2.7;3.58,,27,ECE30030;ECE30021;ECE30002;ECE30012,Computer Networks;Signal Processing;Autonomous Systems,Artificial Intelligence,no,33,97%,6,10,81%,83%
22300265,Byun Nari,Electrical Engineering,4,3.96,ECE10002;ECE10020;ECE10005;ECE20016;ECE20064;ECE20010;ECE20065,3.93;3.96;4.35;3.25;3.41;3.8;4.12,ECE10020;ECE20065,21,ECE20066;ECE20006,Computer Networks;Sensor Technology;Web Development;Game Development,Image Processing,yes,40,93%,4,6,88%,83%
22400266,Ha Eunji,Computer Science and Electrical Engineering,2,3.23,,,,0,ECE10020;ECE10005,Signal Processing;Software Engineering;Autonomous Systems,Mobile Computing,no,9,77%,8,1,86%,82%
22300267,Choi Nayeon,Electrical Engineering,2,2.77,,,,0,ECE10002;ECE10005;ECE10020,Medical Imaging;Computer Vision;Mobile Development,Computer Vision,no,22,89%,7,7,75%,93%
22200268,Jang Myungsoo,AI - Computer Science and Engineering,5,3.36,ECE10005;ECE10002;ECE20016;ECE20057;ECE20025;ECE20027;ECE20022;ECE20042,2.97;2.81;3.85;3.23;3.88;4.28;3.53;2.72,,24,ECE30002;ECE30030,Embedded Systems;Integrated Circuits;Computer Networks,Deep Learning,no,6,90%,5,4,100%,98%
22400269,Byun Haejin,Computer Science and Electrical Engineering,6,3.66,ECE10002;ECE10005;ECE10020;ECE20016;ECE20025;ECE20021;ECE20009;ECE20026;ECE30011;ECE30002,3.45;4.31;3.71;3.74;4.13;3.1;3.61;4.47;2.69;3.44,ECE10020;ECE20021;ECE20026,30,ECE30040;ECE30006,Human-Computer Interaction;Web Development,Sensor Technology,yes,39,81%,8,6,93%,96%
22100270,Cho Gyuri,Computer Science,5,3.44,ECE10002;ECE10005;ECE20025;ECE20010;ECE20065;ECE20057;ECE20009;ECE20026;ECE20063;ECE20006,2.61;2.94;4.26;3.43;2.51;4.24;3.59;3.42;2.76;3.98,ECE20010;ECE20026,30,ECE30008;ECE30030;ECE30002,Security;Computer Networks,Multimedia Systems,no,6,96%,8,10,86%,98%
22400271,Joo Eunji,Computer Science and Electrical Engineering,3,3.68,ECE10002;ECE10005,3.86;3.47,,6,ECE20065;ECE20016;ECE20025;ECE20057,Web Development;Software Engineering;Autonomous Systems,Game Development,no,37,77%,7,1,84%,91%
22100272,Yang Jinwoo,AI - Computer Science and Engineering,4,3.17,ECE10005;ECE10020;ECE10002;ECE20057;ECE20016,3.31;2.77;4.49;2.6;3.33,ECE10020,15,ECE20026;ECE20022;ECE20006,Mobile Development;Deep Learning;Multimedia Systems;Computer Vision,Game Development,yes,22,96%,3,10,92%,94%
22000273,Yang Youngjae,Computer Science,5,3.49,ECE10002;ECE10020;ECE10005;ECE20010;ECE20025;ECE20057;ECE20065;ECE20026;ECE20063,3.48;3.7;4.27;2.73;4.18;2.9;3.41;2.72;4.29,ECE10020;ECE20010;ECE20026,27,ECE30051;ECE30070;ECE30002;ECE30011,Robotics;Security;Human-Computer Interaction;Artificial Intelligence,Game Development,yes,16,90%,4,7,98%,77%
22000274,No Dahyun,Computer Science,4,3.36,ECE10020;ECE10005;ECE10002;ECE20010;ECE20065,4.5;2.52;2.8;2.94;3.9,ECE10020;ECE20010,15,ECE20042;ECE20026;ECE20027;ECE20006,Artificial Intelligence;Mobile Development;Medical Imaging,Image Processing,no,10,97%,5,8,99%,93%
22000275,Ha Jiwon,AI - Computer Science and Engineering,5,3.65,ECE10020;ECE10005;ECE10002;ECE20065;ECE20010;ECE20064;ECE20016;ECE20026;ECE20063;ECE20009,3.9;2.92;3.28;2.9;4.24;2.52;2.94;4.29;3.78;4.12,ECE10020;ECE20010;ECE20026,30,ECE30002;ECE30008,Image Processing;Autonomous Systems;Computer Networks,Mobile Computing,no,30,86%,7,1,77%,82%
22200276,Baek Jaehyun,Electrical Engineering,5,3.89,ECE10020;ECE10005;ECE10002;ECE20065;ECE20010;ECE20016;ECE20064;ECE20063;ECE20021,3.96;3.73;2.76;3.81;4.3;3.46;3.13;3.46;4.22,ECE10020;ECE20065,27,ECE30070;ECE30039,Game Development;Sensor Technology,Human-Computer Interaction,no,12,87%,4,9,92%,77%
22000277,Shin Soobin,AI - Computer Science and Engineering,5,3.45,ECE10002;ECE10005;ECE20010;ECE20016;ECE20025;ECE20021;ECE20006;ECE20042,2.81;3.79;3.41;3.79;2.92;4.37;4.25;4.26,ECE20010;ECE20021,24,ECE30030;ECE30051;ECE30021;ECE30012,Multimedia Systems;Artificial Intelligence;Deep Learning,Embedded Systems,no,36,94%,4,2,92%,84%
22100278,Kang Jaehyun,Electrical Engineering,6,3.58,ECE10002;ECE10020;ECE20057;ECE20010;ECE20016;ECE20006;ECE20066;ECE20021;ECE20022;ECE30051;ECE30039,3.86;3.11;3.24;4.15;2.52;4.0;4.08;3.8;2.88;4.17;3.78,ECE10020;ECE20066,33,ECE30040;ECE30087,Mobile Computing;Software Engineering,Game Development,no,37,85%,4,7,76%,77%
22200279,Jung Youngjae,Computer Science,2,3.77,,,,0,ECE10002;ECE10020,Embedded Systems;Web Development;Robotics;Medical Imaging,Computer Vision,yes,19,80%,5,5,87%,94%
22400280,Oh Sungmin,Computer Science and Electrical Engineering,2,3.61,,,,0,ECE10002;ECE10020,Artificial Intelligence;Autonomous Systems,Mobile Development,no,26,91%,5,8,81%,95%
21900281,Kwon Yejin,Electrical Engineering,3,3.33,ECE10020;ECE10002,3.41;3.65,ECE10020,6,ECE20016;ECE20057;ECE20064;ECE20010,Game Development;Artificial Intelligence;Mobile Development,Mobile Computing,yes,30,91%,3,8,94%,75%
22100282,Lee Seungmin,Electrical Engineering,5,3.51,ECE10005;ECE10020;ECE10002;ECE20065;ECE20010;ECE20016;ECE20057;ECE20061;ECE20006;ECE20063;ECE20010,2.56;3.79;4.49;2.88;3.36;3.95;3.84;2.55;2.92;2.54;4.23,ECE10020;ECE20065,33,ECE30021;ECE30070;ECE30063;ECE30054,Multimedia Systems;Robotics;Wireless Communication;Embedded Systems,Image Processing,no,23,84%,7,9,76%,92%
22300283,Shin Minho,Computer Science and Electrical Engineering,5,3.35,ECE10002;ECE10020;ECE20010;ECE20064;ECE20025;ECE20057;ECE20021;ECE20006;ECE20026,2.55;4.23;2.77;4.04;2.53;3.92;3.5;4.2;3.11,ECE10020;ECE20010;ECE20021;ECE20026,27,ECE30011;ECE30008,Computer Networks;Multimedia Systems;Security,Image Processing,no,31,91%,5,3,79%,95%
22000284,Song Seungmin,Computer Science,4,3.64,ECE10005;ECE10002;ECE10020;ECE20057;ECE20025;ECE20064,4.08;3.71;3.21;2.98;4.18;2.96,ECE10020,18,ECE20042;ECE20021,Signal Processing;Security;Autonomous Systems,Artificial Intelligence,no,22,83%,7,8,82%,79%
22300285,Jung Minho,Computer Science and Electrical Engineering,3,3.67,ECE10002;ECE10020,2.97;3.99,ECE10020,6,ECE20010;ECE20016;ECE20064;ECE20025,Computer Vision;Game Development;Image Processing;Web Development,Image Processing,no,8,96%,8,7,80%,96%
21900286,Lee Harin,Computer Science and Electrical Engineering,2,2.66,,,,0,ECE10002;ECE10020;ECE10005,Wireless Communication;Autonomous Systems,Mobile Development,no,34,85%,4,9,81%,79%
22200287,Cho Yejin,Electrical Engineering,3,3.6,ECE10020;ECE10005;ECE10002,2.73;3.59;3.93,ECE10020,9,ECE20064;ECE20016;ECE20010;ECE20057,Computer Networks;Wireless Communication;Signal Processing,Robotics,no,16,98%,3,9,81%,92%
22200288,Yang Yuna,AI - Computer Science and Engineering,6,3.9,ECE10020;ECE10002;ECE20065;ECE20016;ECE20057;ECE20006;ECE20021;ECE30012;ECE30070,4.32;3.1;4.04;3.78;3.49;4.36;4.33;4.19;4.05,ECE10020;ECE20021,27,ECE30040;ECE30018;ECE30003;ECE30078,Computer Vision;Mobile Development;Image Processing;Deep Learning,Computer Networks,yes,9,96%,8,7,82%,97%
22400289,Jang Jinyoung,AI - Computer Science and Engineering,3,3.04,ECE10020;ECE10005;ECE10002,2.65;3.56;3.69,ECE10020,9,ECE20064;ECE20016,Signal Processing;Deep Learning,Signal Processing,no,27,83%,9,8,75%,86%
22100290,Lim Soobin,Electrical Engineering,2,3.54,,,,0,ECE10020;ECE10002,Human-Computer Interaction;Mobile Development;Mobile Computing,Mobile Development,no,6,100%,7,3,99%,90%
22000291,Jung Soobin,Computer Science,3,3.35,ECE10005;ECE10002,3.29;2.9,,6,ECE20025;ECE20057;ECE20064;ECE20010,Deep Learning;Robotics;Software Engineering;Wireless Communication,Sensor Technology,yes,12,92%,9,9,97%,86%
22100292,Kang Seungmin,Electrical Engineering,3,3.13,ECE10002;ECE10005;ECE10020,2.93;3.03;3.86,ECE10020,9,ECE20057;ECE20016;ECE20010,Multimedia Systems;Autonomous Systems;Deep Learning;Security,Mobile Computing,yes,29,99%,9,3,99%,93%
22200293,Yoon Sungmin,Computer Science,4,3.34,ECE10002;ECE10005;ECE20025;ECE20065;ECE20057,2.72;2.54;2.52;3.69;3.77,,15,ECE20021;ECE20026;ECE20022,Medical Imaging;Sensor Technology;Wireless Communication,Web Development,yes,36,81%,8,8,84%,85%
21900294,Kim Areum,AI - Computer Science and Engineering,5,3.28,ECE10005;ECE10020;ECE20025;ECE20057;ECE20016;ECE20026;ECE20042;ECE20009;ECE20006,3.15;2.57;2.77;2.65;4.27;2.8;4.33;3.29;4.48,ECE10020;ECE20026,27,ECE30039;ECE30070;ECE30051;ECE30012,Security;Multimedia Systems,Computer Networks,no,22,89%,6,3,89%,98%
22000295,Oh Suhyun,Electrical Engineering,5,3.44,ECE10005;ECE10020;ECE20057;ECE20065;ECE20063;ECE20022;ECE20006,2.74;4.43;4.47;3.49;3.01;3.2;4.11,ECE10020;ECE20065,21,ECE30083;ECE30070;ECE30063,Image Processing;Human-Computer Interaction,Signal Processing,no,28,88%,9,3,85%,100%
22300296,Gu Nayeon,Electrical Engineering,6,3.6,ECE10020;ECE10002;ECE20010;ECE20057;ECE20016;ECE20064;ECE20053;ECE20006;ECE20010;ECE20066;ECE30054;ECE30039;ECE30021;ECE30051,3.31;3.02;3.44;3.72;4.3;3.61;4.4;3.62;4.42;4.41;4.33;2.96;3.99;2.57,ECE10020;ECE20066,42,ECE30087;ECE30055;ECE30040;ECE30003,Software Engineering;Artificial Intelligence,Signal Processing,yes,6,87%,4,7,90%,90%
22300297,Shin Dahyun,Computer Science and Electrical Engineering,5,3.3,ECE10005;ECE10020;ECE10002;ECE20065;ECE20057;ECE20016;ECE20025;ECE20027;ECE20042,2.73;3.18;3.97;4.25;2.52;3.54;2.65;2.78;2.84,ECE10020,27,ECE30051;ECE30039,Game Development;Wireless Communication;Human-Computer Interaction,Image Processing,no,29,84%,4,9,86%,81%
22000298,Hwang Wonwoo,Computer Science and Electrical Engineering,2,3.16,,,,0,ECE10005;ECE10020,Security;Signal Processing,Deep Learning,no,33,89%,5,4,81%,95%
22000299,Hong Kyungsoo,Computer Science,2,3.22,,,,0,ECE10005;ECE10002;ECE10020,Mobile Development;Autonomous Systems;Web Development,Web Development,yes,16,89%,3,10,99%,79%
22300300,Gu Sunghoon,Computer Science,3,4.15,ECE10002;ECE10020;ECE10005,4.41;3.56;4.47,ECE10020,9,ECE20025;ECE20065;ECE20057,Deep Learning;Artificial Intelligence;Multimedia Systems;Mobile Development,Integrated Circuits,no,7,78%,8,9,79%,100%
21900301,Jeon Areum,AI - Computer Science and Engineering,3,2.67,ECE10002;ECE10020;ECE10005,2.89;3.34;2.57,ECE10020,9,ECE20064;ECE20016,Security;Embedded Systems;Computer Vision,Robotics,yes,7,100%,6,1,98%,85%
22300302,Jeon Kyungsoo,Computer Science and Electrical Engineering,6,3.27,ECE10002;ECE10005;ECE10020;ECE20025;ECE20065;ECE20057;ECE20016;ECE20021;ECE20027;ECE30030;ECE30051,4.24;3.12;2.71;3.28;2.56;3.22;3.66;3.96;4.04;3.33;3.58,ECE10020;ECE20021,33,ECE30006;ECE30078;ECE30086,Wireless Communication;Computer Vision;Mobile Computing,Human-Computer Interaction,no,10,89%,6,4,99%,92%
21900303,Jeon Jinyoung,Computer Science and Electrical Engineering,5,3.49,ECE10020;ECE10005;ECE10002;ECE20057;ECE20016;ECE20065;ECE20025;ECE20027;ECE20063,3.53;3.95;3.64;3.69;4.17;3.22;3.57;3.88;3.82,ECE10020,27,ECE30039;ECE30030;ECE30008,Security;Multimedia Systems;Game Development,Mobile Development,no,22,91%,3,6,75%,78%
21900304,Kwon Yuna,Computer Science,3,3.16,ECE10005;ECE10002;ECE10020,2.81;4.12;2.6,ECE10020,9,ECE20016;ECE20025;ECE20064;ECE20057,Game Development;Artificial Intelligence;Web Development;Computer Networks,Integrated Circuits,yes,29,80%,4,9,98%,89%
22000305,Hwang Heejin,AI - Computer Science and Engineering,5,3.76,ECE10002;ECE10005;ECE10020;ECE20057;ECE20064;ECE20016;ECE20065;ECE20027;ECE20022,3.23;2.51;3.74;4.44;2.69;4.4;3.58;3.91;4.07,ECE10020,27,ECE30012;ECE30011;ECE30008;ECE30039,Mobile Development;Computer Networks;Wireless Communication,Embedded Systems,no,8,77%,8,8,99%,93%
22000306,Choi Jihoon,AI - Computer Science and Engineering,3,3.81,ECE10020;ECE10002,4.24;2.84,ECE10020,6,ECE20057;ECE20016,Multimedia Systems;Human-Computer Interaction;Computer Networks,Web Development,yes,33,82%,9,1,82%,83%
22300307,Nam Jinwoo,Electrical Engineering,3,3.33,ECE10005;ECE10020;ECE10002,3.0;2.78;4.06,ECE10020,9,ECE20016;ECE20057;ECE20010,Sensor Technology;Wireless Communication;Computer Networks;Artificial Intelligence,Robotics,no,13,96%,4,4,87%,88%
22300308,Seok Yuna,Computer Science and Electrical Engineering,3,3.68,ECE10002;ECE10020,4.15;3.78,ECE10020,6,ECE20065;ECE20057,Security;Signal Processing;Multimedia Systems;Image Processing,Robotics,yes,20,87%,4,10,78%,80%
22000309,Cho Mingyu,AI - Computer Science and Engineering,6,3.68,ECE10005;ECE10020;ECE10002;ECE20016;ECE20065;ECE20025;ECE20063;ECE20027;ECE20006;ECE30051;ECE30002,3.2;2.66;4.06;3.62;3.38;3.2;2.95;2.77;3.86;3.66;4.27,ECE10020,33,ECE30006;ECE30018,Multimedia Systems;Computer Networks;Artificial Intelligence,Signal Processing,no,19,82%,7,4,93%,85%
22000310,Nam Taehyun,Electrical Engineering,4,3.55,ECE10020;ECE10002;ECE20065;ECE20057,2.74;4.5;3.8;3.57,ECE10020;ECE20065,12,ECE20061;ECE20022,Computer Networks;Deep Learning,Deep Learning,no,34,100%,3,4,93%,93%
